Geneid mock_infected1_S1 mock_infected2_S5 mock_infected9_S9 IFNb_treated12_S12 IFNb_treated2_S8 IFNb_treated4_S4
ENSG00000221241 0 2 0 1 0 1
ENSG00000221245 0 0 0 0 0 0
ENSG00000221251 0 0 0 0 0 0
ENSG00000221255 0 0 0 0 0 0
ENSG00000221261 0 1 0 0 0 0
ENSG00000221263 0 0 0 0 0 0
ENSG00000221264 0 0 0 0 0 0
ENSG00000221265 0 0 0 0 0 0
ENSG00000221269 0 0 0 0 0 0
ENSG00000221273 0 0 0 0 0 0
ENSG00000221275 0 0 0 0 0 0
ENSG00000221287 0 0 0 0 0 0
ENSG00000221288 0 0 0 0 0 0
ENSG00000221296 0 0 0 0 0 0
ENSG00000221300 0 0 0 0 0 0
ENSG00000221303 0 0 0 0 0 0
ENSG00000221305 0 0 0 0 0 0
ENSG00000221325 0 0 0 0 0 0
ENSG00000221331 0 0 0 0 0 0
ENSG00000221332 0 0 0 0 0 0
ENSG00000221333 0 0 0 0 0 0
ENSG00000221340 1 0 0 0 1 0
ENSG00000221345 0 0 0 0 0 0
ENSG00000221348 0 0 0 0 0 0
ENSG00000221355 0 0 0 0 0 0
ENSG00000221363 0 0 0 0 0 0
ENSG00000221365 0 0 0 0 0 0
ENSG00000221369 0 0 0 0 0 0
ENSG00000221371 0 0 0 0 0 0
ENSG00000221375 0 0 0 0 0 0
ENSG00000221381 0 0 0 0 0 0
ENSG00000221387 0 0 0 0 0 0
ENSG00000221390 0 0 0 0 0 0
ENSG00000221393 0 0 0 0 0 0
ENSG00000221394 0 0 0 0 0 0
ENSG00000221398 0 0 0 0 0 0
ENSG00000221400 0 0 0 0 0 0
ENSG00000221406 0 0 0 0 0 0
ENSG00000221410 0 0 0 0 0 0
ENSG00000221411 0 0 0 0 0 0
ENSG00000221420 0 0 0 0 0 0
ENSG00000221421 0 0 0 0 0 0
ENSG00000221430 0 0 0 0 0 0
ENSG00000221436 0 0 0 0 0 0
ENSG00000221439 0 0 0 0 0 0
ENSG00000221440 0 0 0 0 0 0
ENSG00000221442 0 0 0 0 0 0
ENSG00000221445 0 0 0 0 0 0
ENSG00000221455 0 0 0 0 0 0
ENSG00000221456 0 0 0 0 0 0
ENSG00000221459 0 0 0 0 0 0
ENSG00000221461 0 0 0 0 0 0
ENSG00000221463 0 0 0 0 0 0
ENSG00000221464 0 0 0 0 0 0
ENSG00000221466 0 0 0 0 0 0
ENSG00000221468 0 0 0 0 0 0
ENSG00000221475 0 0 0 0 0 0
ENSG00000221476 0 0 0 0 0 0
ENSG00000221479 0 0 0 0 0 0
ENSG00000221491 0 0 0 1 0 0
ENSG00000221493 0 0 0 0 1 0
ENSG00000221494 0 0 0 0 0 0
ENSG00000221496 0 0 0 0 0 0
ENSG00000221498 0 0 0 0 0 0
ENSG00000221500 3 2 6 6 2 1
ENSG00000221502 0 0 0 0 0 0
ENSG00000221507 0 0 0 0 0 0
ENSG00000221510 0 0 0 0 0 0
ENSG00000221514 0 0 0 0 0 0
ENSG00000221518 0 0 0 0 0 0
ENSG00000221520 0 0 0 0 0 0
ENSG00000221525 0 0 0 0 0 0
ENSG00000221527 0 0 0 0 0 0
ENSG00000221533 0 0 0 0 0 0
ENSG00000221537 0 0 0 0 0 0
ENSG00000221539 10 7 3 2 12 2
ENSG00000221540 2 0 0 0 0 0
ENSG00000221545 0 0 0 0 0 0
ENSG00000221548 0 0 0 0 0 0
ENSG00000221552 0 0 0 0 0 0
ENSG00000221562 0 0 0 0 0 0
ENSG00000221563 0 0 0 0 0 0
ENSG00000221564 0 0 0 0 0 0
ENSG00000221571 0 0 0 0 0 0
ENSG00000221574 0 0 0 0 0 0
ENSG00000221583 0 0 0 0 0 0
ENSG00000221585 0 0 0 0 0 0
ENSG00000221586 0 0 0 0 0 0
ENSG00000221594 0 0 0 0 0 0
ENSG00000221598 1 0 1 0 1 1
ENSG00000221601 0 0 0 0 0 0
ENSG00000221603 0 0 0 0 0 0
ENSG00000221604 0 0 0 0 0 0
ENSG00000221611 0 0 0 0 0 0
ENSG00000221614 0 0 0 0 0 0
ENSG00000221616 0 0 0 0 0 0
ENSG00000221628 0 0 0 0 0 0
ENSG00000221630 0 0 0 0 0 0
ENSG00000221633 0 0 0 0 0 0
ENSG00000221634 0 0 0 0 0 0
ENSG00000221638 0 0 0 0 0 0
ENSG00000221639 1 0 0 0 2 0
ENSG00000221641 0 0 0 0 0 0
ENSG00000221643 0 1 2 4 2 2
ENSG00000221649 0 0 0 0 0 0
ENSG00000221650 0 0 0 0 0 0
ENSG00000221656 0 0 0 0 0 0
ENSG00000221662 0 0 0 0 0 0
ENSG00000221669 0 0 0 0 0 0
ENSG00000221673 0 0 0 0 0 0
ENSG00000221676 3 0 0 0 1 0
ENSG00000221680 0 0 0 0 0 0
ENSG00000221697 0 0 0 0 0 0
ENSG00000221698 0 0 0 0 0 0
ENSG00000221703 0 0 0 0 0 0
ENSG00000221705 0 0 0 0 0 0
ENSG00000221710 0 0 0 0 0 0
ENSG00000221711 0 0 0 0 0 0
ENSG00000221716 7 5 1 1 4 2
ENSG00000221719 0 0 0 0 0 0
ENSG00000221725 0 0 0 0 0 0
ENSG00000221737 0 0 0 0 0 0
ENSG00000221739 0 0 0 0 0 0
ENSG00000221740 1 1 0 0 1 0
ENSG00000221745 0 0 0 0 0 1
ENSG00000221750 0 0 0 0 0 0
ENSG00000221753 0 0 0 0 0 0
ENSG00000221754 0 0 0 0 0 0
ENSG00000221760 0 0 0 0 0 0
ENSG00000221763 0 0 0 0 0 0
ENSG00000221768 0 0 0 0 0 0
ENSG00000221771 0 0 0 0 0 0
ENSG00000221782 0 0 0 0 0 0
ENSG00000221783 0 0 0 0 0 0
ENSG00000221788 0 0 0 0 0 0
ENSG00000221792 44 8 5 2 11 21
ENSG00000221801 0 0 0 0 0 0
ENSG00000221803 0 0 0 0 0 0
ENSG00000221806 0 0 0 0 0 0
ENSG00000221808 0 0 0 0 0 0
ENSG00000221813 0 0 0 0 0 0
ENSG00000221817 126 116 105 110 183 113
ENSG00000221818 4 1 4 21 4 3
ENSG00000221819 0 0 0 0 0 0
ENSG00000221821 137 174 130 76 128 117
ENSG00000221823 1091 1300 1004 1280 1270 976
ENSG00000221826 16 20 19 21 31 20
ENSG00000221829 700 761 707 428 467 425
ENSG00000221836 0 0 0 0 0 0
ENSG00000221837 0 0 0 0 0 0
ENSG00000221838 617 632 574 402 537 468
ENSG00000221840 0 0 0 0 0 0
ENSG00000221843 2 0 1 3 0 0
ENSG00000221844 0 0 0 0 0 0
ENSG00000221845 0 1 1 0 1 2
ENSG00000221849 0 0 0 0 0 0
ENSG00000221852 448 450 377 306 831 654
ENSG00000221855 0 0 0 0 0 0
ENSG00000221857 0 0 0 0 0 0
ENSG00000221858 0 0 0 0 0 0
ENSG00000221859 0 0 0 0 0 0
ENSG00000221864 0 0 0 0 0 0
ENSG00000221866 2 1 1 2 1 5
ENSG00000221867 0 0 0 2 0 0
ENSG00000221869 1222 1893 1502 2561 3004 2836
ENSG00000221870 0 0 0 0 0 0
ENSG00000221874 0 0 0 0 0 0
ENSG00000221878 9 4 7 22 11 9
ENSG00000221879 2 0 0 0 0 0
ENSG00000221880 0 0 0 0 0 0
ENSG00000221882 0 0 0 0 0 0
ENSG00000221883 19 23 23 13 33 23
ENSG00000221886 155 153 136 147 148 90
ENSG00000221887 20 13 6 4 10 8
ENSG00000221888 0 0 0 0 0 0
ENSG00000221890 1416 1689 1281 807 1180 945
ENSG00000221891 0 0 0 0 0 0
ENSG00000221900 0 0 0 0 0 0
ENSG00000221909 214 207 178 195 236 200
ENSG00000221910 0 0 0 0 0 0
ENSG00000221914 1720 1721 1400 2662 3403 2368
ENSG00000221916 13 12 12 11 8 12
ENSG00000221923 322 223 297 397 502 387
ENSG00000221926 495 538 437 389 424 377
ENSG00000221930 59 74 48 66 66 57
ENSG00000221931 0 0 0 0 0 0
ENSG00000221932 0 0 0 0 0 0
ENSG00000221933 0 0 0 0 0 0
ENSG00000221937 0 0 0 0 0 0
ENSG00000221938 0 0 0 0 0 0
ENSG00000221944 103 100 115 80 80 62
ENSG00000221946 1 0 0 0 0 0
ENSG00000221947 9 20 22 11 16 16
ENSG00000221949 21 38 19 27 30 23
ENSG00000221953 8 12 25 9 23 14
ENSG00000221954 0 0 0 0 0 0
ENSG00000221955 186 164 131 73 144 117
ENSG00000221957 0 0 0 0 0 0
ENSG00000221961 0 0 0 0 0 0
ENSG00000221962 0 0 0 0 0 0
ENSG00000221963 1337 1458 1153 8427 10809 7918
ENSG00000221968 4169 5020 3944 3754 3943 3469
ENSG00000221970 0 0 0 0 0 0
ENSG00000221971 0 0 0 0 1 0
ENSG00000221972 0 0 0 0 0 1
ENSG00000221977 0 0 0 0 0 0
ENSG00000221978 4045 4977 3573 3269 4362 2804
ENSG00000221983 9088 9692 8307 8282 9664 7930
ENSG00000221986 0 0 2 2 0 0
ENSG00000221988 361 392 298 290 346 296
ENSG00000221989 0 0 0 0 0 0
ENSG00000221990 96 105 93 76 90 69
ENSG00000221994 88 71 69 55 124 99
ENSG00000221995 82 71 65 37 119 60
ENSG00000221996 0 0 0 0 0 0
ENSG00000222000 1 0 1 1 0 3
ENSG00000222001 0 0 0 0 0 0
ENSG00000222004 0 0 0 0 0 0
ENSG00000222005 12 10 7 13 18 23
ENSG00000222007 0 0 0 0 0 0
ENSG00000222009 523 640 527 412 624 459
ENSG00000222011 47 59 68 54 55 63
ENSG00000222012 0 0 0 0 0 0
ENSG00000222014 49 44 40 63 46 30
ENSG00000222017 0 0 0 19 52 59
ENSG00000222018 0 0 0 0 0 0
ENSG00000222019 10 17 9 6 5 7
ENSG00000222020 9 5 5 2 6 5
ENSG00000222022 4 1 1 3 5 0
ENSG00000222024 0 0 0 0 0 0
ENSG00000222028 0 0 0 0 1 0
ENSG00000222030 0 0 0 0 0 0
ENSG00000222031 3 10 3 1 3 9
ENSG00000222032 4 0 1 3 1 0
ENSG00000222033 0 0 0 0 0 0
ENSG00000222035 17 16 16 3 22 23
ENSG00000222036 0 0 0 0 0 0
ENSG00000222037 0 0 0 0 0 0
ENSG00000222038 0 1 1 2 1 1
ENSG00000222041 1119 1133 994 1627 1078 992
ENSG00000222042 0 1 0 1 1 0
ENSG00000222043 10 8 8 6 8 13
ENSG00000222044 0 0 0 0 0 0
ENSG00000222046 1 0 0 0 0 0
ENSG00000222047 26 42 44 40 18 29
ENSG00000222051 0 0 0 0 0 0
ENSG00000222054 0 0 0 0 0 0
ENSG00000222057 0 0 0 0 0 0
ENSG00000222067 0 0 0 0 0 0
ENSG00000222068 0 0 0 0 0 0
ENSG00000222069 0 0 0 0 0 0
ENSG00000222071 1 0 2 1 0 0
ENSG00000222072 0 0 0 0 0 0
ENSG00000222076 0 0 0 0 0 0
ENSG00000222078 0 0 0 0 0 0
ENSG00000222087 0 0 0 0 0 0
ENSG00000222092 0 0 0 0 0 0
ENSG00000222094 0 0 0 0 0 0
ENSG00000222095 0 0 0 0 0 0
ENSG00000222099 0 0 0 0 0 0
ENSG00000222102 0 0 0 0 0 0
ENSG00000222107 0 0 0 0 0 0
ENSG00000222108 0 0 0 0 0 0
ENSG00000222111 0 0 0 0 0 0
ENSG00000222112 9 9 5 4 6 4
ENSG00000222114 0 0 0 0 0 0
ENSG00000222118 0 0 0 0 0 0
ENSG00000222122 0 0 0 0 0 0
ENSG00000222123 0 0 0 0 0 0
ENSG00000222126 0 0 0 0 0 0
ENSG00000222129 0 0 0 0 0 0
ENSG00000222139 0 0 0 0 0 0
ENSG00000222145 0 0 0 0 0 0
ENSG00000222146 0 0 0 0 0 0
ENSG00000222148 0 0 0 0 0 0
ENSG00000222150 0 0 0 0 0 0
ENSG00000222154 0 0 0 0 0 0
ENSG00000222160 0 0 0 0 0 0
ENSG00000222162 0 0 0 0 0 0
ENSG00000222164 0 0 0 0 0 0
ENSG00000222170 0 0 0 0 0 0
ENSG00000222174 0 0 0 0 0 0
ENSG00000222177 0 0 0 0 0 0
ENSG00000222178 0 0 0 0 0 0
ENSG00000222179 1 1 0 0 0 1
ENSG00000222182 0 0 0 0 0 0
ENSG00000222185 0 0 0 0 0 0
ENSG00000222202 0 0 0 0 0 0
ENSG00000222205 0 0 0 0 0 0
ENSG00000222206 0 0 0 0 0 0
ENSG00000222207 0 0 0 0 0 0
ENSG00000222208 0 0 0 0 0 0
ENSG00000222209 0 0 0 0 0 0
ENSG00000222210 0 0 0 0 0 0
ENSG00000222213 0 0 0 0 0 0
ENSG00000222220 0 0 0 0 0 0
ENSG00000222222 0 0 0 0 0 0
ENSG00000222224 0 0 0 0 0 0
ENSG00000222225 0 0 0 0 0 0
ENSG00000222230 0 0 0 0 0 0
ENSG00000222231 0 0 0 0 0 0
ENSG00000222232 0 0 0 0 0 0
ENSG00000222236 0 0 0 0 0 0
ENSG00000222238 0 0 0 0 0 0
ENSG00000222240 0 0 0 0 0 0
ENSG00000222244 0 0 0 0 0 0
ENSG00000222246 0 0 0 0 0 0
ENSG00000222248 0 0 0 0 0 0
ENSG00000222249 0 0 0 0 0 0
ENSG00000222251 0 0 0 0 0 0
ENSG00000222255 0 0 0 0 0 0
ENSG00000222257 0 0 0 0 0 0
ENSG00000222259 0 0 1 0 0 0
ENSG00000222266 0 0 0 1 0 0
ENSG00000222267 1 0 0 0 0 0
ENSG00000222268 0 0 0 0 0 0
ENSG00000222276 0 0 0 0 0 0
ENSG00000222281 0 0 0 0 0 0
ENSG00000222282 0 0 0 0 0 0
ENSG00000222285 0 0 0 0 0 0
ENSG00000222287 0 0 0 0 0 0
ENSG00000222293 0 0 0 0 0 0
ENSG00000222297 0 0 0 0 1 0
ENSG00000222300 0 0 0 0 0 0
ENSG00000222302 0 0 0 0 0 0
ENSG00000222303 0 0 0 0 0 0
ENSG00000222305 0 0 0 0 0 0
ENSG00000222308 0 0 0 0 0 0
ENSG00000222312 0 0 0 0 0 0
ENSG00000222313 0 0 0 0 0 0
ENSG00000222314 0 0 0 0 0 0
ENSG00000222317 0 0 0 0 0 0
ENSG00000222320 0 0 0 0 0 0
ENSG00000222321 0 0 0 0 0 0
ENSG00000222327 0 0 0 0 0 0
ENSG00000222328 0 0 0 0 0 0
ENSG00000222329 0 0 0 0 0 0
ENSG00000222335 0 0 0 0 0 0
ENSG00000222337 0 0 0 0 0 0
ENSG00000222338 0 0 0 0 0 0
ENSG00000222343 0 0 0 0 0 0
ENSG00000222344 0 0 0 0 0 0
ENSG00000222345 2 2 0 1 4 1
ENSG00000222346 0 0 0 0 0 0
ENSG00000222351 0 0 0 0 0 0
ENSG00000222352 0 0 0 0 0 0
ENSG00000222355 0 0 0 0 0 0
ENSG00000222356 0 0 0 0 0 0
ENSG00000222357 0 0 0 0 0 0
ENSG00000222359 0 0 0 0 0 0
ENSG00000222361 0 0 0 0 0 0
ENSG00000222363 0 0 0 0 0 0
ENSG00000222365 3 0 1 7 6 6
ENSG00000222370 0 0 0 0 0 0
ENSG00000222371 0 0 0 0 0 0
ENSG00000222375 0 0 0 0 0 0
ENSG00000222376 0 0 0 0 0 0
ENSG00000222378 0 0 0 0 0 0
ENSG00000222383 0 0 0 0 0 0
ENSG00000222385 0 0 0 0 0 0
ENSG00000222386 0 0 0 0 0 0
ENSG00000222389 0 0 0 0 0 0
ENSG00000222394 0 0 0 0 0 0
ENSG00000222395 0 0 0 0 0 0
ENSG00000222397 0 0 0 0 0 0
ENSG00000222398 0 0 0 0 0 0
ENSG00000222399 0 0 0 0 0 0
ENSG00000222404 0 0 0 0 0 0
ENSG00000222405 0 0 0 0 0 0
ENSG00000222407 0 0 0 0 0 0
ENSG00000222412 0 0 0 0 0 0
ENSG00000222413 0 0 0 0 0 0
ENSG00000222414 0 0 0 0 0 0
ENSG00000222416 0 0 0 0 0 0
ENSG00000222418 0 0 0 0 0 0
ENSG00000222419 0 0 0 0 0 0
ENSG00000222421 0 0 0 0 0 0
ENSG00000222426 0 0 0 0 0 0
ENSG00000222427 0 0 0 0 0 0
ENSG00000222428 0 0 0 0 0 0
ENSG00000222429 0 0 0 0 0 0
ENSG00000222430 0 0 0 0 0 0
ENSG00000222431 0 0 0 0 0 0
ENSG00000222432 0 0 0 0 0 0
ENSG00000222436 0 0 0 0 0 0
ENSG00000222438 0 0 0 0 0 0
ENSG00000222439 0 0 0 0 0 0
ENSG00000222440 0 0 0 0 0 0
ENSG00000222445 0 0 0 0 0 0
ENSG00000222448 0 0 0 1 0 0
ENSG00000222449 0 0 0 0 0 0
ENSG00000222451 0 0 0 0 0 0
ENSG00000222452 0 0 0 0 0 0
ENSG00000222455 0 0 0 0 0 0
ENSG00000222457 0 0 0 0 0 0
ENSG00000222459 0 0 0 0 0 0
ENSG00000222460 0 0 0 0 0 0
ENSG00000222465 0 0 0 0 0 0
ENSG00000222467 0 0 0 0 0 0
ENSG00000222468 0 0 0 0 0 0
ENSG00000222472 0 0 0 0 0 0
ENSG00000222477 0 0 0 0 0 0
ENSG00000222486 0 0 0 0 0 0
ENSG00000222488 0 0 0 0 0 0
ENSG00000222489 1 0 0 1 0 0
ENSG00000222490 0 0 0 0 0 0
ENSG00000222496 0 0 0 0 0 0
ENSG00000222499 0 0 0 0 0 0
ENSG00000222500 0 0 0 0 0 0
ENSG00000222501 0 0 0 0 0 0
ENSG00000222503 0 0 0 0 0 0
ENSG00000222506 0 0 0 0 0 0
ENSG00000222509 0 0 0 0 0 0
ENSG00000222511 0 0 0 0 0 0
ENSG00000222514 0 0 0 0 0 0
ENSG00000222515 0 0 0 0 0 0
ENSG00000222520 0 0 0 0 0 0
ENSG00000222522 0 0 0 0 0 0
ENSG00000222524 0 0 0 0 0 0
ENSG00000222529 0 0 0 0 0 0
ENSG00000222532 0 0 0 0 0 0
ENSG00000222533 0 0 0 0 0 0
ENSG00000222536 0 0 0 0 0 0
ENSG00000222543 0 0 0 0 0 0
ENSG00000222544 0 0 0 0 0 0
ENSG00000222546 0 0 0 0 0 0
ENSG00000222552 0 0 0 0 0 0
ENSG00000222558 0 0 0 0 0 0
ENSG00000222560 0 0 0 0 0 0
ENSG00000222561 0 0 0 0 0 0
ENSG00000222574 0 0 0 0 0 0
ENSG00000222578 0 0 0 0 0 0
ENSG00000222579 0 0 0 0 0 0
ENSG00000222581 0 0 0 0 0 0
ENSG00000222582 0 0 0 0 0 0
ENSG00000222583 0 0 0 0 0 0
ENSG00000222585 0 0 0 0 0 0
ENSG00000222588 0 0 0 0 0 0
ENSG00000222589 0 0 0 0 0 0
ENSG00000222592 0 0 0 0 0 0
ENSG00000222594 0 0 0 0 0 0
ENSG00000222598 0 0 0 0 0 0
ENSG00000222601 0 0 0 1 0 0
ENSG00000222604 0 0 0 0 0 0
ENSG00000222607 0 0 0 0 0 0
ENSG00000222608 0 0 0 0 0 0
ENSG00000222609 0 0 0 0 0 0
ENSG00000222610 0 0 0 0 0 0
ENSG00000222612 0 0 0 0 1 0
ENSG00000222613 0 0 0 0 0 0
ENSG00000222614 0 0 0 0 0 0
ENSG00000222616 0 0 0 0 0 0
ENSG00000222617 0 0 0 0 0 0
ENSG00000222623 0 0 0 0 0 0
ENSG00000222624 0 0 0 0 0 0
ENSG00000222626 0 0 0 0 0 0
ENSG00000222627 0 0 0 0 0 0
ENSG00000222629 0 0 0 0 0 0
ENSG00000222630 0 0 0 0 0 0
ENSG00000222635 0 0 0 0 0 0
ENSG00000222636 0 0 0 0 0 0
ENSG00000222640 0 0 0 0 0 0
ENSG00000222644 0 0 0 0 0 0
ENSG00000222649 0 0 0 0 0 0
ENSG00000222650 0 0 0 0 0 0
ENSG00000222652 0 0 0 0 0 0
ENSG00000222658 0 0 0 0 0 0
ENSG00000222659 0 0 0 0 0 0
ENSG00000222663 0 0 0 0 0 0
ENSG00000222664 0 0 0 0 0 0
ENSG00000222666 0 0 0 0 0 0
ENSG00000222667 0 0 0 0 0 0
ENSG00000222675 0 0 0 0 0 0
ENSG00000222678 0 0 0 0 0 0
ENSG00000222679 0 0 0 0 0 0
ENSG00000222682 0 0 0 0 0 0
ENSG00000222685 0 0 0 0 0 0
ENSG00000222686 1 0 0 0 0 0
ENSG00000222691 0 0 0 0 0 0
ENSG00000222693 0 0 0 0 0 0
ENSG00000222698 0 0 0 0 0 0
ENSG00000222701 0 0 0 0 0 0
ENSG00000222704 0 0 0 0 0 0
ENSG00000222705 0 0 0 0 0 0
ENSG00000222706 0 0 0 0 0 0
ENSG00000222713 0 0 0 0 0 0
ENSG00000222714 0 0 0 0 0 0
ENSG00000222715 0 0 0 0 0 0
ENSG00000222721 0 0 0 0 0 0
ENSG00000222724 0 0 0 0 0 0
ENSG00000222726 1 1 0 2 1 0
ENSG00000222727 0 0 0 0 0 0
ENSG00000222733 0 0 0 0 0 0
ENSG00000222736 0 0 0 0 0 0
ENSG00000222740 0 0 0 0 1 0
ENSG00000222741 0 0 0 0 0 0
ENSG00000222743 0 0 0 0 0 0
ENSG00000222744 0 0 0 0 0 0
ENSG00000222747 0 0 0 0 0 0
ENSG00000222750 0 0 0 0 0 0
ENSG00000222755 0 0 0 0 0 0
ENSG00000222760 0 0 0 0 1 0
ENSG00000222761 0 0 0 0 0 0
ENSG00000222764 0 0 0 0 3 2
ENSG00000222765 0 0 0 0 0 0
ENSG00000222767 0 0 0 0 0 0
ENSG00000222774 0 0 0 0 0 0
ENSG00000222777 0 0 0 0 0 0
ENSG00000222778 0 0 0 0 0 0
ENSG00000222783 0 0 0 0 0 0
ENSG00000222784 0 0 0 0 0 0
ENSG00000222788 0 0 0 0 0 0
ENSG00000222790 0 0 0 0 0 0
ENSG00000222791 0 0 0 0 0 0
ENSG00000222792 0 0 0 0 0 0
ENSG00000222795 0 0 0 0 0 0
ENSG00000222796 0 0 0 0 0 0
ENSG00000222800 0 0 0 0 0 0
ENSG00000222806 0 0 0 0 0 0
ENSG00000222808 0 0 0 0 0 0
ENSG00000222810 0 0 0 0 0 0
ENSG00000222821 0 0 0 0 0 0
ENSG00000222826 0 0 0 0 0 0
ENSG00000222831 0 0 0 0 0 0
ENSG00000222832 0 0 0 0 0 0
ENSG00000222835 0 0 0 0 0 0
ENSG00000222838 0 0 0 0 0 0
ENSG00000222842 0 0 0 0 0 0
ENSG00000222844 0 0 0 0 0 0
ENSG00000222845 0 0 0 0 0 0
ENSG00000222849 0 0 0 0 0 0
ENSG00000222852 0 0 0 0 0 0
ENSG00000222854 0 0 0 0 0 0
ENSG00000222858 0 0 0 0 0 0
ENSG00000222859 0 0 0 0 0 0
ENSG00000222862 0 0 0 0 0 0
ENSG00000222869 0 0 0 0 0 0
ENSG00000222870 0 0 0 0 0 0
ENSG00000222872 0 0 0 0 0 2
ENSG00000222874 0 0 0 0 0 0
ENSG00000222880 0 0 0 0 0 0
ENSG00000222881 0 1 1 0 0 0
ENSG00000222883 0 0 0 0 0 0
ENSG00000222889 0 0 0 0 0 0
ENSG00000222890 0 0 0 0 0 0
ENSG00000222895 0 0 0 0 0 0
ENSG00000222898 4 4 4 7 3 3
ENSG00000222909 0 0 0 0 0 0
ENSG00000222915 0 1 0 1 1 1
ENSG00000222920 0 0 0 0 0 0
ENSG00000222921 0 0 0 0 0 0
ENSG00000222922 0 0 0 0 0 0
ENSG00000222923 0 0 0 0 0 0
ENSG00000222924 0 0 0 0 0 0
ENSG00000222931 0 0 0 0 0 0
ENSG00000222932 0 0 0 0 0 0
ENSG00000222934 0 0 0 0 0 0
ENSG00000222937 8 3 0 1 4 6
ENSG00000222940 0 0 0 0 0 0
ENSG00000222941 0 0 0 0 0 0
ENSG00000222942 0 0 0 0 0 0
ENSG00000222950 0 0 0 0 0 0
ENSG00000222952 0 0 0 0 0 0
ENSG00000222955 0 0 0 0 0 0
ENSG00000222958 0 0 0 0 0 0
ENSG00000222960 0 0 0 0 0 0
ENSG00000222966 0 0 0 0 0 0
ENSG00000222969 0 0 0 0 0 0
ENSG00000222971 0 0 0 0 0 0
ENSG00000222972 0 0 0 0 0 0
ENSG00000222973 0 0 0 0 0 0
ENSG00000222974 0 0 0 0 0 0
ENSG00000222976 0 0 0 0 0 0
ENSG00000222979 0 0 0 0 0 0
ENSG00000222982 0 0 0 0 0 0
ENSG00000222983 0 0 0 0 0 0
ENSG00000222985 0 0 0 0 0 0
ENSG00000222986 0 0 0 0 0 0
ENSG00000222987 0 0 0 0 0 0
ENSG00000222990 0 0 0 0 0 0
ENSG00000222997 0 0 0 0 0 0
ENSG00000222998 0 0 0 0 0 0
ENSG00000223001 0 0 0 0 0 0
ENSG00000223003 0 0 0 0 0 0
ENSG00000223004 0 0 0 0 0 0
ENSG00000223006 0 0 0 0 0 0
ENSG00000223007 0 0 0 0 0 0
ENSG00000223012 0 0 0 0 0 0
ENSG00000223013 0 0 0 0 0 0
ENSG00000223015 0 0 0 0 0 0
ENSG00000223019 0 0 0 0 0 0
ENSG00000223023 0 0 2 0 0 0
ENSG00000223024 0 0 0 0 0 0
ENSG00000223026 0 0 0 0 0 0
ENSG00000223027 0 0 0 0 0 0
ENSG00000223037 0 0 0 0 0 0
ENSG00000223039 0 0 0 0 0 0
ENSG00000223040 0 0 0 0 0 0
ENSG00000223042 0 0 0 0 0 0
ENSG00000223044 1 0 0 0 1 0
ENSG00000223046 0 0 0 0 0 0
ENSG00000223047 0 0 0 0 0 0
ENSG00000223056 0 0 0 0 0 0
ENSG00000223060 0 0 0 0 0 0
ENSG00000223062 0 0 0 0 0 0
ENSG00000223064 0 0 0 0 0 0
ENSG00000223075 0 0 0 0 0 0
ENSG00000223076 0 0 0 0 0 0
ENSG00000223078 0 0 0 0 0 0
ENSG00000223080 0 0 0 0 0 0
ENSG00000223086 0 2 0 1 0 0
ENSG00000223087 0 0 0 0 0 0
ENSG00000223088 0 0 0 0 0 0
ENSG00000223092 0 0 0 0 0 0
ENSG00000223096 0 0 0 0 0 0
ENSG00000223107 0 0 0 0 0 0
ENSG00000223109 0 2 3 0 2 0
ENSG00000223111 0 0 0 0 0 0
ENSG00000223113 0 0 0 0 0 0
ENSG00000223117 1 0 0 0 0 0
ENSG00000223118 0 0 0 0 0 0
ENSG00000223120 0 0 0 0 0 0
ENSG00000223125 0 0 0 0 1 0
ENSG00000223126 0 0 0 0 0 0
ENSG00000223128 0 0 0 0 0 0
ENSG00000223131 0 0 0 0 0 0
ENSG00000223136 0 0 0 0 0 0
ENSG00000223138 0 0 0 0 0 0
ENSG00000223142 0 0 0 0 0 0
ENSG00000223145 0 0 0 0 0 0
ENSG00000223152 0 0 0 0 0 0
ENSG00000223156 0 0 0 0 0 0
ENSG00000223158 0 0 0 0 0 0
ENSG00000223162 0 0 0 0 0 0
ENSG00000223168 0 0 0 0 0 0
ENSG00000223169 0 0 0 0 0 0
ENSG00000223174 0 0 0 0 0 0
ENSG00000223175 0 0 0 0 0 0
ENSG00000223177 0 0 0 0 0 0
ENSG00000223179 0 0 0 0 0 0
ENSG00000223181 0 0 0 0 0 0
ENSG00000223188 1 0 0 0 0 0
ENSG00000223189 0 0 0 0 0 0
ENSG00000223190 0 0 0 0 0 0
ENSG00000223191 1 0 0 0 0 0
ENSG00000223197 0 0 0 0 0 0
ENSG00000223198 0 0 0 0 0 0
ENSG00000223202 0 0 0 0 0 0
ENSG00000223203 0 0 0 0 0 0
ENSG00000223208 0 0 0 0 0 0
ENSG00000223212 0 0 0 0 0 0
ENSG00000223215 0 0 0 0 0 0
ENSG00000223217 0 0 0 0 0 0
ENSG00000223220 0 0 0 0 0 0
ENSG00000223223 0 0 0 0 0 0
ENSG00000223224 0 1 0 0 0 0
ENSG00000223225 0 0 0 0 0 0
ENSG00000223229 0 0 0 0 0 0
ENSG00000223238 0 0 0 0 0 0
ENSG00000223245 0 0 0 0 0 0
ENSG00000223247 0 0 0 0 0 0
